Epoch,Train_Loss,Val_Accuracy,EMA_Val_Accuracy,Time(s)
29,3.158596707229614,51.27000003051758,2.819999999046326,43.30859565734863
30,3.143456902923584,51.04999997558594,3.1399999990463257,43.3091299533844
31,3.0591007676696775,54.77999998779297,3.449999998474121,43.38081216812134
32,3.1444001686096192,53.100000006103514,3.6899999980926514,43.427255392074585
33,3.078865786590576,56.87000001220703,3.959999994659424,43.20833349227905
34,3.0471208573913575,56.13000001831055,4.3100000007629395,43.37193727493286
35,2.9530567864990234,56.179999981689456,4.64000000076294,43.126266956329346
36,3.013468326034546,57.95999995727539,5.120000006866455,43.3342719078064
37,2.9989572496795653,56.51999996948242,5.509999996948242,43.27540063858032
38,3.0224814265441893,56.30000003051758,6.010000006103516,43.169591665267944
39,2.966354944610596,58.68,6.529999996185302,43.06439423561096
40,2.8605019358825685,59.23,7.289999989318848,42.881988286972046
41,2.973171366195679,59.039999981689455,7.929999998474121,43.02971339225769
42,2.8055320818328857,59.13999998779297,8.490000007629394,43.194395303726196
43,2.983951834716797,59.64000004272461,9.519999996948242,43.21979641914368
44,2.7874239943695067,60.66000005493164,10.370000006103515,43.11560893058777
45,3.003750643081665,60.57000001220703,11.249999989318848,42.839664936065674
46,2.9938715254974366,60.179999914550784,12.209999981689453,43.08372926712036
47,2.85010428565979,59.72,13.149999987792969,43.16915726661682
48,3.0766532711029053,61.03,14.219999993896485,43.0756573677063
49,2.807037636489868,61.099999957275394,15.22,43.324915647506714
50,2.8436071370697023,62.12,16.440000006103517,43.61060690879822
51,2.941367559814453,58.79,17.49000001220703,43.09973120689392
52,2.8520561451721194,62.62000007324219,18.619999978637697,43.22240877151489
53,2.769421897583008,64.08000006103515,19.41999998474121,43.34033393859863
54,2.8410351808929444,63.180000036621095,20.479999993896485,43.792399406433105
55,2.79338131652832,63.97000007324219,21.54,43.87066078186035
56,2.7802210320281984,63.80000002441406,22.580000009155274,43.82952046394348
57,2.723557636566162,63.79000000610352,23.84000001220703,43.85490918159485
58,2.8106999272155764,62.87999999389648,25.150000027465822,43.79189085960388
59,2.745986452407837,63.790000036621095,26.299999981689453,43.7455039024353
60,2.772808522872925,62.52999992675781,27.39999998779297,43.86346125602722
61,2.6666164363861085,65.65000006103516,28.609999996948243,43.38120126724243
62,2.815516155014038,63.97999997558594,29.640000012207032,43.19250440597534
63,2.627041543502808,65.64000009765626,30.49000001220703,43.36544895172119
64,2.581535317764282,66.17999993896484,31.509999981689454,43.499046325683594
65,2.6192471752929687,66.24999992675781,32.33999998168945,43.34230327606201
66,2.6616044039916993,66.43000009765625,33.19999998168945,43.44043970108032
67,2.5430495170593264,65.81999993896484,34.20999999389648,43.19093132019043
68,2.7204033447265625,66.98999998779297,35.3,43.44942617416382
69,2.709418363342285,65.88000010986327,36.270000006103515,43.19805574417114
70,2.7037327001953124,66.85000008544922,37.33000001220703,43.2377564907074
71,2.7395907907104493,67.40000008544922,38.139999969482425,43.13129663467407
72,2.6063971157073973,66.68999996337891,38.94000002441406,43.34403038024902
73,2.514546633605957,67.00999995117188,39.89000003051758,43.606552600860596
74,2.6615716530609133,66.80000002441406,40.710000036621096,43.437966108322144
75,2.780463809814453,65.78999995117188,41.40999998779297,42.941097021102905
76,2.461175232925415,67.80999991455079,42.21000004272461,43.25429010391235
77,2.6222401163482667,67.03999991455078,42.88999999389648,43.20710754394531
78,2.5430729975891113,67.21000006103516,43.690000048828125,43.43012714385986
79,2.6350430752182006,68.85000010986329,44.30999996337891,43.223220348358154
80,2.5462755335235596,67.53000004882813,44.91999997558594,43.31682538986206
81,2.435280982437134,67.77,45.54999998168945,43.202847480773926
82,2.5489546606445312,68.02000002441406,46.20999998168946,43.38829159736633
83,2.739471911315918,67.58000002441406,46.75000004272461,43.509217500686646
84,2.6679318157196046,66.78000001220703,47.229999993896485,43.32070589065552
85,2.4891684550476074,67.22000001220704,47.799999993896485,43.48795247077942
86,2.5114731422805785,68.89999992675781,48.19,43.414623737335205
87,2.56686611328125,68.90000010986329,48.68000000610351,43.51760220527649
88,2.4438200717163086,68.46999995117187,49.249999963378905,43.465168714523315
89,2.530412682266235,68.38000006103516,49.750000018310544,43.35169816017151
90,2.506795683670044,69.22999991455079,50.28000003051758,43.4578857421875
91,2.5438081092071534,68.50000010986328,50.67000004272461,43.538206338882446
92,2.531064545173645,68.68999997558593,51.160000048828124,43.43553805351257
93,2.4601643046188353,68.60999991455078,51.71999999389649,43.50542497634888
94,2.569434132537842,68.51000002441407,52.13000004882812,43.62380862236023
95,2.540248897781372,68.40000009765625,52.78000005493164,43.522982120513916
96,2.540431185760498,68.4799999633789,53.240000006103514,43.092143535614014
